UITVOERDER;TITEL;;;;;;;;;;;;Uitvoerder;Titel
Enrique Iglesias;Bailamos;;;;;;;;;;;;Enrique Iglesias;*Bailamos
Enrique Iglesias;Rhythm Divine;;;;;;;;;;;;Enrique Iglesias;*Rhythm Divine
Enrique Iglesias ft. Ludacris;Tonight (I'm Lovin' You);;;;;;;;;;;;Enrique Iglesias ft. Ludacris;*Tonight (I'm Lovin' You)
Enrique Iglesias ft. Pitbull;I Like It;;;;;;;;;;;;Enrique Iglesias ft. Pitbull;*I Like It
Enya;Anywhere Is;;;;;;;;;;;;Enya;*Anywhere Is
Enya;May It Be;;;;;;;;;;;;Enya;*May It Be
Erasure;A Little Respect;;;;;;;;;;;;Erasure;*A Little Respect
Erasure;Always;;;;;;;;;;;;Erasure;*Always
Eric B And Rakim;Paid In Full;;;;;;;;;;;;Eric B And Rakim;*Paid In Full
Eric Carmen;Hungry Eyes;;;;;;;;;;;;Eric Carmen;*Hungry Eyes
Eric Clapton;Cocaine;;;;;;;;;;;;Eric Clapton;*Cocaine
Eric Clapton;I Shot The Sheriff;;;;;;;;;;;;Eric Clapton;*I Shot The Sheriff
Eric Clapton;Lay down Sally;;;;;;;;;;;;Eric Clapton;*Lay down Sally
Eric Clapton;Layla (unplugged);;;;;;;;;;;;Eric Clapton;*Layla (unplugged)
Eric Clapton;Tears in Heaven;;;;;;;;;;;;Eric Clapton;*Tears in Heaven
Eric Clapton;Wonderful Tonight;;;;;;;;;;;;Eric Clapton;*Wonderful Tonight
Eric Prydz;Call on me;;;;;;;;;;;;Eric Prydz;*Call on me
Erik Mesie;Zonder Jou;;;;;;;;;;;;Erik Mesie;*Zonder Jou
Eros Ramazzotti & Carlos Santana;Fuoco nel fuoco;;;;;;;;;;;;Eros Ramazzotti & Carlos Santana;*Fuoco nel fuoco
Europe;Carrie;;;;;;;;;;;;Europe;*Carrie
Europe;Final Countdown;;;;;;;;;;;;Europe;*Final Countdown
Europe;Rock the night;;;;;;;;;;;;Europe;*Rock the night
Eurythmics;Here comes the rain again;;;;;;;;;;;;Eurythmics;*Here comes the rain again
Eurythmics;Sweet Dreams;;;;;;;;;;;;Eurythmics;*Sweet Dreams
Eurythmics;There Must Be An Angel;;;;;;;;;;;;Eurythmics;*There Must Be An Angel
Evanescence;Bring Me To Life;;;;;;;;;;;;Evanescence;*Bring Me To Life
Evanescence;Call Me When You're Sober;;;;;;;;;;;;Evanescence;*Call Me When You're Sober
Evanescence;Everybody's fool;;;;;;;;;;;;Evanescence;*Everybody's fool
Evanescence;Going under;;;;;;;;;;;;Evanescence;*Going under
Evanescence;My Immortal;;;;;;;;;;;;Evanescence;*My Immortal
Evermore;It's Too Late;;;;;;;;;;;;Evermore;*It's Too Late
Everything but the Girl;Missing;;;;;;;;;;;;Everything but the Girl;*Missing
Ewan McGregor;Your Song;;;;;;;;;;;;Ewan McGregor;*Your Song
Extreme;More Than Words;;;;;;;;;;;;Extreme;*More Than Words
F.R. David;Words;;;;;;;;;;;;F.R. David;*Words
Fairground Attraction;Perfect;;;;;;;;;;;;Fairground Attraction;*Perfect
Faith Hill;There you'll be;;;;;;;;;;;;Faith Hill;*There you'll be
Faith No More;Digging The Grave;;;;;;;;;;;;Faith No More;*Digging The Grave
Faith No More;Easy;;;;;;;;;;;;Faith No More;*Easy
Faith No More;Epic;;;;;;;;;;;;Faith No More;*Epic
Faith No More;From out of Nowhere;;;;;;;;;;;;Faith No More;*From out of Nowhere
Faith No More;Midlife Crisis;;;;;;;;;;;;Faith No More;*Midlife Crisis
Faithless;Insomnia;;;;;;;;;;;;Faithless;*Insomnia
Falco;Der Kommissar;;;;;;;;;;;;Falco;*Der Kommissar
Falco;Jeanny Part 1;;;;;;;;;;;;Falco;*Jeanny Part 1
Falco;Rock Me Amadeus;;;;;;;;;;;;Falco;*Rock Me Amadeus
Fall Out Boy;Dance Dance;;;;;;;;;;;;Fall Out Boy;*Dance Dance
Fall Out Boy;The Take Over, the Breaks Over;;;;;;;;;;;;Fall Out Boy;*The Take Over, the Breaks Over
Fall Out Boy;This Ain't A Scene;;;;;;;;;;;;Fall Out Boy;*This Ain't A Scene
Fall Out Boy;Thnks Fr Th Mmrs;;;;;;;;;;;;Fall Out Boy;*Thnks Fr Th Mmrs
Feder ft. Lyse;Goodbye;;;;;;;;;;;;Feder ft. Lyse;*Goodbye
Fergie;Big Girls Don't Cry;;;;;;;;;;;;Fergie;*Big Girls Don't Cry
Fergie;Clumsy;;;;;;;;;;;;Fergie;*Clumsy
Fine Young Cannibals;She drives me crazy;;;;;;;;;;;;Fine Young Cannibals;*She drives me crazy
Finger Eleven;Paralyzer;;;;;;;;;;;;Finger Eleven;*Paralyzer
Five;Everybody Get Up;;;;;;;;;;;;Five;*Everybody Get Up
Five;Keep On Moving;;;;;;;;;;;;Five;*Keep On Moving
Fleetwood Mac;Big love;;;;;;;;;;;;Fleetwood Mac;*Big love
Fleetwood Mac;Don't Stop;;;;;;;;;;;;Fleetwood Mac;*Don't Stop
Fleetwood Mac;Dreams;;;;;;;;;;;;Fleetwood Mac;*Dreams
Fleetwood Mac;Everywhere;;;;;;;;;;;;Fleetwood Mac;*Everywhere
Fleetwood Mac;Go Your Own Way;;;;;;;;;;;;Fleetwood Mac;*Go Your Own Way
Fleetwood Mac;Little Lies;;;;;;;;;;;;Fleetwood Mac;*Little Lies
Fleetwood Mac;The Chain;;;;;;;;;;;;Fleetwood Mac;*The Chain
Flo Rida;Right round;;;;;;;;;;;;Flo Rida;*Right round
Flo Rida;Whistle;;;;;;;;;;;;Flo Rida;*Whistle
Flo Rida ft. David Guetta;Club Can't Handle Me;;;;;;;;;;;;Flo Rida ft. David Guetta;*Club Can't Handle Me
Florence + The Machine;Dog Days Are Over;;;;;;;;;;;;Florence + The Machine;*Dog Days Are Over
Florence + the Machine;Rabbit Heart (Raise It Up);;;;;;;;;;;;Florence + the Machine;*Rabbit Heart (Raise It Up)
Florence + the Machine;Ship To Wreck;;;;;;;;;;;;Florence + the Machine;*Ship To Wreck
Florence + the Machine;Spectrum;;;;;;;;;;;;Florence + the Machine;*Spectrum
Florence + the Machine;Spectrum (Calvin Harris Remix);;;;;;;;;;;;Florence + the Machine;*Spectrum (Calvin Harris Remix)
Florence And The Machine;You've Got The Love;;;;;;;;;;;;Florence And The Machine;*You've Got The Love
Fontella Bass;Rescue Me;;;;;;;;;;;;Fontella Bass;*Rescue Me
Foo Fighters;Best Of You;;;;;;;;;;;;Foo Fighters;*Best Of You
Foo Fighters;Congregation;;;;;;;;;;;;Foo Fighters;*Congregation
Foo Fighters;Everlong;;;;;;;;;;;;Foo Fighters;*Everlong
Foo Fighters;Learn to Fly;;;;;;;;;;;;Foo Fighters;*Learn to Fly
Foo Fighters;My hero;;;;;;;;;;;;Foo Fighters;*My hero
Foo Fighters;Something from nothing;;;;;;;;;;;;Foo Fighters;*Something from nothing
Foo Fighters;The Pretender;;;;;;;;;;;;Foo Fighters;*The Pretender
Foo Fighters;Times Like These;;;;;;;;;;;;Foo Fighters;*Times Like These
Fools Garden;Lemon Tree;;;;;;;;;;;;Fools Garden;*Lemon Tree
Foreigner;Cold as Ice;;;;;;;;;;;;Foreigner;*Cold as Ice
Foreigner;I Want To Know What Love Is;;;;;;;;;;;;Foreigner;*I Want To Know What Love Is
Foreigner;Say you will;;;;;;;;;;;;Foreigner;*Say you will
Foreigner;Waiting for a Girl Like You;;;;;;;;;;;;Foreigner;*Waiting for a Girl Like You
Foster The People;Pumped Up Kicks;;;;;;;;;;;;Foster The People;*Pumped Up Kicks
Foundations;Build Me Up Buttercup;;;;;;;;;;;;Foundations;*Build Me Up Buttercup
Fountains Of Wayne;Stacy's Mom;;;;;;;;;;;;Fountains Of Wayne;*Stacy's Mom
Four Tops;I Can't Help Myself;;;;;;;;;;;;Four Tops;*I Can't Help Myself
Four Tops;Reach Out I'll Be There;;;;;;;;;;;;Four Tops;*Reach Out I'll Be There
France Gall;Ella, elle l'a;;;;;;;;;;;;France Gall;*Ella, elle l'a
France Gall;Il Jouait Du Piano Debout;;;;;;;;;;;;France Gall;*Il Jouait Du Piano Debout
France Gall;Poupée de cire, poupée de son;;;;;;;;;;;;France Gall;*Poupée de cire, poupée de son
Frank Boeijen;Kronenburg Park;;;;;;;;;;;;Frank Boeijen;*Kronenburg Park
Frank Sinatra;Fly Me to the Moon;;;;;;;;;;;;Frank Sinatra;*Fly Me to the Moon
Frank Sinatra;Love And Marriage;;;;;;;;;;;;Frank Sinatra;*Love And Marriage
Frank Sinatra;My Way;;;;;;;;;;;;Frank Sinatra;*My Way
Frank Sinatra;New York, New York;;;;;;;;;;;;Frank Sinatra;*New York, New York
Frank Sinatra;Santa Claus Is Coming To Town;;;;;;;;;;;;Frank Sinatra;*Santa Claus Is Coming To Town
Frankie Goes to Hollywood;Relax;;;;;;;;;;;;Frankie Goes to Hollywood;*Relax
Frankie Goes To Hollywood;The Power Of Love;;;;;;;;;;;;Frankie Goes To Hollywood;*The Power Of Love
Frankie Goes to Hollywood;Two Tribes;;;;;;;;;;;;Frankie Goes to Hollywood;*Two Tribes
Frans Bauer;Heb Je Even Voor Mij;;;;;;;;;;;;Frans Bauer;*Heb Je Even Voor Mij
Franz Ferdinand;Do You Want To;;;;;;;;;;;;Franz Ferdinand;*Do You Want To
Franz Ferdinand;Take Me Out;;;;;;;;;;;;Franz Ferdinand;*Take Me Out
Fratellis;Chelsea Dagger;;;;;;;;;;;;Fratellis;*Chelsea Dagger
Fray;How To Save A Life;;;;;;;;;;;;Fray;*How To Save A Life
Fray;Over My Head (Cable Car);;;;;;;;;;;;Fray;*Over My Head (Cable Car)
Free;Alright Now;;;;;;;;;;;;Free;*Alright Now
Freya Ridings;Castles;;;;;;;;;;;;Freya Ridings;*Castles
Freya Ridings;Lost Without You;;;;;;;;;;;;Freya Ridings;*Lost Without You
Frida;I know there's something going on;;;;;;;;;;;;Frida;*I know there's something going on
Fugees;Killing Me Softly;;;;;;;;;;;;Fugees;*Killing Me Softly
Fugees;Ready or Not;;;;;;;;;;;;Fugees;*Ready or Not
Gabriella Cilmi;Sweet About Me;;;;;;;;;;;;Gabriella Cilmi;*Sweet About Me
GALA;Freed from desire;;;;;;;;;;;;GALA;*Freed from desire
Garbage;Breaking Up The Girl;;;;;;;;;;;;Garbage;*Breaking Up The Girl
Garbage;I Think I'm Paranoid;;;;;;;;;;;;Garbage;*I Think I'm Paranoid
Garbage;Only Happy When It Rains;;;;;;;;;;;;Garbage;*Only Happy When It Rains
Garbage;Stupid Girl;;;;;;;;;;;;Garbage;*Stupid Girl
Garbage;The world is not enough;;;;;;;;;;;;Garbage;*The world is not enough
Garbage;When I Grow Up;;;;;;;;;;;;Garbage;*When I Grow Up
Geier Sturzflug;Bruttosozialprodukt;;;;;;;;;;;;Geier Sturzflug;*Bruttosozialprodukt
Genesis;Follow You, Follow Me;;;;;;;;;;;;Genesis;*Follow You, Follow Me
Genesis;I Can't Dance;;;;;;;;;;;;Genesis;*I Can't Dance
Genesis;In too deep;;;;;;;;;;;;Genesis;*In too deep
Genesis;Invisible Touch;;;;;;;;;;;;Genesis;*Invisible Touch
Genesis;Land of Confusion;;;;;;;;;;;;Genesis;*Land of Confusion
Genesis;Tonight, tonight, tonight;;;;;;;;;;;;Genesis;*Tonight, tonight, tonight
George Baker;Little Green Bag;;;;;;;;;;;;George Baker;*Little Green Bag
George Ezra;Budapest;;;;;;;;;;;;George Ezra;*Budapest
George Ezra;Shotgun;;;;;;;;;;;;George Ezra;*Shotgun
George McCrae;Rock Your Baby;;;;;;;;;;;;George McCrae;*Rock Your Baby
George Michael;Careless Whisper;;;;;;;;;;;;George Michael;*Careless Whisper
George Michael;Faith;;;;;;;;;;;;George Michael;*Faith
George Michael;Father figure;;;;;;;;;;;;George Michael;*Father figure
George Michael;Freedom 90;;;;;;;;;;;;George Michael;*Freedom 90
George Michael;I Want Your Sex;;;;;;;;;;;;George Michael;*I Want Your Sex
George Michael;One more try;;;;;;;;;;;;George Michael;*One more try
Georgia Satellites;Hippy Hippy Shake;;;;;;;;;;;;Georgia Satellites;*Hippy Hippy Shake
Gerard Joling;Maak Me Gek;;;;;;;;;;;;Gerard Joling;*Maak Me Gek
Gerry and the Pacemakers;You'll never walk alone;;;;;;;;;;;;Gerry and the Pacemakers;*You'll never walk alone
Gers Pardoel;Ik neem je mee;;;;;;;;;;;;Gers Pardoel;*Ik neem je mee
Gigi D'Agostino;La Passion;;;;;;;;;;;;Gigi D'Agostino;*La Passion
Gigi D'agostino;L'amour Toujours;;;;;;;;;;;;Gigi D'agostino;*L'amour Toujours
Gigi D'Agostino;The Riddle;;;;;;;;;;;;Gigi D'Agostino;*The Riddle
Gilla;Bend me, shape me;;;;;;;;;;;;Gilla;*Bend me, shape me
Gin Blossoms;Hey Jealousy;;;;;;;;;;;;Gin Blossoms;*Hey Jealousy
Gipsy Kings;Bamboleo;;;;;;;;;;;;Gipsy Kings;*Bamboleo
Gipsy Kings;Volare;;;;;;;;;;;;Gipsy Kings;*Volare
Girls Aloud;Biology;;;;;;;;;;;;Girls Aloud;*Biology
Girls Aloud;love Machine;;;;;;;;;;;;Girls Aloud;*love Machine
Girls Aloud;No Good Advice;;;;;;;;;;;;Girls Aloud;*No Good Advice
Glenn Frey;The heat is on;;;;;;;;;;;;Glenn Frey;*The heat is on
Glenn Medeiros;Nothing's gonna change my love for you;;;;;;;;;;;;Glenn Medeiros;*Nothing's gonna change my love for you
Gloria Estefan;1 2 3;;;;;;;;;;;;Gloria Estefan;*1 2 3
Gloria Estefan;Anything for you;;;;;;;;;;;;Gloria Estefan;*Anything for you
Gloria Estefan;Can't stay away from you;;;;;;;;;;;;Gloria Estefan;*Can't stay away from you
Gloria Estefan;Cuts Both Ways;;;;;;;;;;;;Gloria Estefan;*Cuts Both Ways
Gloria Estefan;Don't wanna lose you;;;;;;;;;;;;Gloria Estefan;*Don't wanna lose you
Gloria Estefan;Oye mi canto;;;;;;;;;;;;Gloria Estefan;*Oye mi canto
Gloria Estefan;Rhythm is gonna get you;;;;;;;;;;;;Gloria Estefan;*Rhythm is gonna get you
Gloria Gaynor;I Will Survive;;;;;;;;;;;;Gloria Gaynor;*I Will Survive
Gnarls Barkley;Crazy;;;;;;;;;;;;Gnarls Barkley;*Crazy
Go West;We close our eyes;;;;;;;;;;;;Go West;*We close our eyes
Golden Earring;Radar Love;;;;;;;;;;;;Golden Earring;*Radar Love
Golden Earring;Twilight Zone;;;;;;;;;;;;Golden Earring;*Twilight Zone
Golden Earring;When The Lady Smiles;;;;;;;;;;;;Golden Earring;*When The Lady Smiles
Goldfrapp;Ooh La La;;;;;;;;;;;;Goldfrapp;*Ooh La La
Goo Goo Dolls;Iris;;;;;;;;;;;;Goo Goo Dolls;*Iris
Good Charlotte;Girls And Boys;;;;;;;;;;;;Good Charlotte;*Girls And Boys
Good Charlotte;I Just Wanna Live;;;;;;;;;;;;Good Charlotte;*I Just Wanna Live
Goombay Dance Band;Sun of Jamaica;;;;;;;;;;;;Goombay Dance Band;*Sun of Jamaica
Gordon;Ik bel je zomaar even op;;;;;;;;;;;;Gordon;*Ik bel je zomaar even op
Gorillaz;19-2000;;;;;;;;;;;;Gorillaz;*19-2000
Gorillaz;Clint Eastwood;;;;;;;;;;;;Gorillaz;*Clint Eastwood
Gorillaz;Dare;;;;;;;;;;;;Gorillaz;*Dare
Gorillaz;Feel Good INC;;;;;;;;;;;;Gorillaz;*Feel Good INC
Gossip;Heavy Cross;;;;;;;;;;;;Gossip;*Heavy Cross
Gotye & Kimbra;Somebody That I Used To Know;;;;;;;;;;;;Gotye & Kimbra;*Somebody That I Used To Know
Grace Jones;I've seen that face before;;;;;;;;;;;;Grace Jones;*I've seen that face before
Grauzone;Eisbär;;;;;;;;;;;;Grauzone;*Eisbär
Green Day;American Idiot;;;;;;;;;;;;Green Day;*American Idiot
Green Day;Basket Case;;;;;;;;;;;;Green Day;*Basket Case
Green Day;Boulevard of Broken Dreams;;;;;;;;;;;;Green Day;*Boulevard of Broken Dreams
Green Day;Brain Stew;;;;;;;;;;;;Green Day;*Brain Stew
Green Day;Good Riddance (Time of your life);;;;;;;;;;;;Green Day;*Good Riddance (Time of your life)
Green Day;Jesus of Suburbia;;;;;;;;;;;;Green Day;*Jesus of Suburbia
Green Day;Longview;;;;;;;;;;;;Green Day;*Longview
Green Day;Wake me up when september ends;;;;;;;;;;;;Green Day;*Wake me up when september ends
Green Day;When I come around;;;;;;;;;;;;Green Day;*When I come around
Guano Apes;You Can´t Stop Me;;;;;;;;;;;;Guano Apes;*You Can´t Stop Me
Gummibär;I'm a Gummy Bear;;;;;;;;;;;;Gummibär;*I'm a Gummy Bear
Guns N' Roses;Don't Cry;;;;;;;;;;;;Guns N' Roses;*Don't Cry
Guns N' Roses;Knocking On Heavens Door;;;;;;;;;;;;Guns N' Roses;*Knocking On Heavens Door
Guns N' Roses;Live And Let Die;;;;;;;;;;;;Guns N' Roses;*Live And Let Die
Guns N' Roses;November rain;;;;;;;;;;;;Guns N' Roses;*November rain
Guns N' Roses;Paradise City;;;;;;;;;;;;Guns N' Roses;*Paradise City
Guns N' Roses;Patience;;;;;;;;;;;;Guns N' Roses;*Patience
Guns N' Roses;Sweet Child O´Mine;;;;;;;;;;;;Guns N' Roses;*Sweet Child O´Mine
Guns N' Roses;Welcome to the jungle;;;;;;;;;;;;Guns N' Roses;*Welcome to the jungle
Guns N' Roses;You Could Be Mine;;;;;;;;;;;;Guns N' Roses;*You Could Be Mine
Guru Josh Project;Infinity 2008;;;;;;;;;;;;Guru Josh Project;*Infinity 2008
Guus Meeuwis;Het Is Een Nacht (Levensecht);;;;;;;;;;;;Guus Meeuwis;*Het Is Een Nacht (Levensecht)
Gwen Stefani;Hollaback Girl;;;;;;;;;;;;Gwen Stefani;*Hollaback Girl
Gwen Stefani;What You Waiting For;;;;;;;;;;;;Gwen Stefani;*What You Waiting For
Gwen Stefani ft. Akon;The Sweet Escape;;;;;;;;;;;;Gwen Stefani ft. Akon;*The Sweet Escape
Haddaway;What Is Love (+ duet);;;;;;;;;;;;Haddaway;*What Is Love (+ duet)
Hall & Oates;I Can't Go for That (No Can Do);;;;;;;;;;;;Hall & Oates;*I Can't Go for That (No Can Do)
Hall & Oates;Maneater;;;;;;;;;;;;Hall & Oates;*Maneater
Hans De Booy;Alle Vrouwen;;;;;;;;;;;;Hans De Booy;*Alle Vrouwen
Hanson;MMMBop;;;;;;;;;;;;Hanson;*MMMBop
Hard Fi;Hard To Beat;;;;;;;;;;;;Hard Fi;*Hard To Beat
Harpo;Moviestar;;;;;;;;;;;;Harpo;*Moviestar
Harry Styles;Adore you;;;;;;;;;;;;Harry Styles;*Adore you
Harry Styles;As It Was;;;;;;;;;;;;Harry Styles;*As It Was
Harry Styles;Watermelon sugar;;;;;;;;;;;;Harry Styles;*Watermelon sugar
Heart;All I Wanna Do Is Make Love To You;;;;;;;;;;;;Heart;*All I Wanna Do Is Make Love To You
Heart;Alone;;;;;;;;;;;;Heart;*Alone
Heideroosjes;Iedereen Is Gek;;;;;;;;;;;;Heideroosjes;*Iedereen Is Gek
Helena Paparizou;My Number One;;;;;;;;;;;;Helena Paparizou;*My Number One
Helene Fischer;Atemlos durch die Nacht;;;;;;;;;;;;Helene Fischer;*Atemlos durch die Nacht
Hermes House Band;Country Roads;;;;;;;;;;;;Hermes House Band;*Country Roads
Hermes House Band;The rhythm of the night;;;;;;;;;;;;Hermes House Band;*The rhythm of the night
Hermes House Band;Those Were The Days;;;;;;;;;;;;Hermes House Band;*Those Were The Days
Hermes House Band ft. DJ Ötzi;Live Is Life (Here We Go);;;;;;;;;;;;Hermes House Band ft. DJ Ötzi;*Live Is Life (Here We Go)
Het Goede Doel;België;;;;;;;;;;;;Het Goede Doel;*België
Het Jungle Boek;Als je van beren leren kan;;;;;;;;;;;;Het Jungle Boek;*Als je van beren leren kan
Hilary Duff;Come clean;;;;;;;;;;;;Hilary Duff;*Come clean
Hilary Duff;Sparks;;;;;;;;;;;;Hilary Duff;*Sparks
HIM;Join Me;;;;;;;;;;;;HIM;*Join Me
HIM;Wings of a Butterfly;;;;;;;;;;;;HIM;*Wings of a Butterfly
Hives;Hate To Say I Told You So;;;;;;;;;;;;Hives;*Hate To Say I Told You So
Hives;Main Offender;;;;;;;;;;;;Hives;*Main Offender
Hives;Tick Tick Boom;;;;;;;;;;;;Hives;*Tick Tick Boom
Höhner;Viva Colonia;;;;;;;;;;;;Höhner;*Viva Colonia
Hole;Celebrity Skin;;;;;;;;;;;;Hole;*Celebrity Skin
Hoobastank;The Reason;;;;;;;;;;;;Hoobastank;*The Reason
Hooverphonic;Mad About You;;;;;;;;;;;;Hooverphonic;*Mad About You
Huey Lewis & The News;The power of love;;;;;;;;;;;;Huey Lewis & The News;*The power of love
Huey Lewis and The News;Heart and Soul;;;;;;;;;;;;Huey Lewis and The News;*Heart and Soul
Huey Lewis and The News;Hip to be square;;;;;;;;;;;;Huey Lewis and The News;*Hip to be square
Human League;Don't You Want Me (duet);;;;;;;;;;;;Human League;*Don't You Want Me (duet)
Human League;Human;;;;;;;;;;;;Human League;*Human
I Blame Coco;Self Machine;;;;;;;;;;;;I Blame Coco;*Self Machine
Ice MC ;Think About The Way;;;;;;;;;;;;Ice MC ;*Think About The Way
Icona Pop & Charli XCX;I Love It;;;;;;;;;;;;Icona Pop & Charli XCX;*I Love It
Idina Menzel;Let it go;;;;;;;;;;;;Idina Menzel;*Let it go
Iggy Pop;Lust for Life (Live);;;;;;;;;;;;Iggy Pop;*Lust for Life (Live)
Iggy Pop;Real Wild One;;;;;;;;;;;;Iggy Pop;*Real Wild One
Iggy Pop;The Passenger;;;;;;;;;;;;Iggy Pop;*The Passenger
IMAGINATION;Just An Illusion;;;;;;;;;;;;IMAGINATION;*Just An Illusion
Imagine Dragons;Bad Liar;;;;;;;;;;;;Imagine Dragons;*Bad Liar
Imagine Dragons;Believer;;;;;;;;;;;;Imagine Dragons;*Believer
Imagine Dragons;Bones;;;;;;;;;;;;Imagine Dragons;*Bones
Imagine Dragons;Demons;;;;;;;;;;;;Imagine Dragons;*Demons
Imagine Dragons;Natural;;;;;;;;;;;;Imagine Dragons;*Natural
Imagine Dragons;Radioactive;;;;;;;;;;;;Imagine Dragons;*Radioactive
Imagine Dragons;Thunder;;;;;;;;;;;;Imagine Dragons;*Thunder
Imagine Dragons;Warriors;;;;;;;;;;;;Imagine Dragons;*Warriors
Imagine Dragons;Whatever It Takes;;;;;;;;;;;;Imagine Dragons;*Whatever It Takes
Incubus;Love Hurts;;;;;;;;;;;;Incubus;*Love Hurts
Ini Kamoze;Here Comes the Hotstepper;;;;;;;;;;;;Ini Kamoze;*Here Comes the Hotstepper
Inner Circle;Bad Boys;;;;;;;;;;;;Inner Circle;*Bad Boys
Inner Circle;Sweat (alalalalalong);;;;;;;;;;;;Inner Circle;*Sweat (alalalalalong)
Inner City;Good Life;;;;;;;;;;;;Inner City;*Good Life
INXS;Disappear;;;;;;;;;;;;INXS;*Disappear
INXS;Need You Tonight;;;;;;;;;;;;INXS;*Need You Tonight
INXS;Never Tear Us Apart;;;;;;;;;;;;INXS;*Never Tear Us Apart
INXS;New Sensation;;;;;;;;;;;;INXS;*New Sensation
INXS;Original Sin;;;;;;;;;;;;INXS;*Original Sin
INXS;Suicide Blonde;;;;;;;;;;;;INXS;*Suicide Blonde
INXS ;Devil Inside;;;;;;;;;;;;INXS ;*Devil Inside
INXS ;Mystify;;;;;;;;;;;;INXS ;*Mystify
Irene Cara;Fame;;;;;;;;;;;;Irene Cara;*Fame
Irene Cara;Flashdance (What A Feeling);;;;;;;;;;;;Irene Cara;*Flashdance (What A Feeling)
Iron Maiden;Can I play with madness;;;;;;;;;;;;Iron Maiden;*Can I play with madness
Iron Maiden;Fear of the Dark;;;;;;;;;;;;Iron Maiden;*Fear of the Dark
Iron Maiden;Run to the Hills;;;;;;;;;;;;Iron Maiden;*Run to the Hills
Iron Maiden;The Number of the Beast;;;;;;;;;;;;Iron Maiden;*The Number of the Beast
Isley Brothers;This Old Heart Of Mine;;;;;;;;;;;;Isley Brothers;*This Old Heart Of Mine
Jack Black ;Peaches;;;;;;;;;;;;Jack Black ;*Peaches
Jack White & Alicia Keys;Another Way to Die;;;;;;;;;;;;Jack White & Alicia Keys;*Another Way to Die
Jackie Wilson;Reet Petite;;;;;;;;;;;;Jackie Wilson;*Reet Petite
Jackson 5;ABC;;;;;;;;;;;;Jackson 5;*ABC
Jackson 5;ABC (Michael);;;;;;;;;;;;Jackson 5;*ABC (Michael)
Jackson 5;I Want You Back;;;;;;;;;;;;Jackson 5;*I Want You Back
Jacksons;Blame it on the boogie;;;;;;;;;;;;Jacksons;*Blame it on the boogie
Jacksons;Can You Feel It;;;;;;;;;;;;Jacksons;*Can You Feel It
Jacksons;Shake your body;;;;;;;;;;;;Jacksons;*Shake your body
Jacques Brel;Ne me quitte pas;;;;;;;;;;;;Jacques Brel;*Ne me quitte pas
Jade;Don't Walk Away;;;;;;;;;;;;Jade;*Don't Walk Away
Jamelia;Beware of the Dog;;;;;;;;;;;;Jamelia;*Beware of the Dog
Jamelia;Stop;;;;;;;;;;;;Jamelia;*Stop
Jamelia;Superstar;;;;;;;;;;;;Jamelia;*Superstar
Jamelia;Thank You;;;;;;;;;;;;Jamelia;*Thank You
James Blunt;1973;;;;;;;;;;;;James Blunt;*1973
James Blunt;Goodbye my lover;;;;;;;;;;;;James Blunt;*Goodbye my lover
James Blunt;You're Beautiful;;;;;;;;;;;;James Blunt;*You're Beautiful
James Brown;Get Up (Sex Machine);;;;;;;;;;;;James Brown;*Get Up (Sex Machine)
James Brown;I Feel Good;;;;;;;;;;;;James Brown;*I Feel Good
James Brown;It's a man's man's man's world;;;;;;;;;;;;James Brown;*It's a man's man's man's world
James Morrison;You Give Me Something;;;;;;;;;;;;James Morrison;*You Give Me Something
James Morrison ft. Nelly Furtado;Broken strings;;;;;;;;;;;;James Morrison ft. Nelly Furtado;*Broken strings
Jamiroquai;Alright;;;;;;;;;;;;Jamiroquai;*Alright
Jamiroquai;Cosmic Girl;;;;;;;;;;;;Jamiroquai;*Cosmic Girl
Jamiroquai;Deeper Underground;;;;;;;;;;;;Jamiroquai;*Deeper Underground
Jamiroquai;Virtual Insanity;;;;;;;;;;;;Jamiroquai;*Virtual Insanity
Jan Smit;Als De Nacht Verdwijnt;;;;;;;;;;;;Jan Smit;*Als De Nacht Verdwijnt
Janet Jackson;All For You;;;;;;;;;;;;Janet Jackson;*All For You
Janet Jackson;All For You (duet);;;;;;;;;;;;Janet Jackson;*All For You (duet)
Janet Jackson;Black Cat;;;;;;;;;;;;Janet Jackson;*Black Cat
Janet Jackson;Got ’Til It’s Gone;;;;;;;;;;;;Janet Jackson;*Got ’Til It’s Gone
Janet Jackson;That’s The Way Love Goes;;;;;;;;;;;;Janet Jackson;*That’s The Way Love Goes
Janet Jackson;Together again;;;;;;;;;;;;Janet Jackson;*Together again
Janet Jackson;When I think of you;;;;;;;;;;;;Janet Jackson;*When I think of you
Janis Joplin;Piece of my heart;;;;;;;;;;;;Janis Joplin;*Piece of my heart
Jannes;Ga Maar Weg;;;;;;;;;;;;Jannes;*Ga Maar Weg
Jason Mraz;I'm Yours;;;;;;;;;;;;Jason Mraz;*I'm Yours
Jason Mraz ft. Colbie Caillat;Lucky;;;;;;;;;;;;Jason Mraz ft. Colbie Caillat;*Lucky
Javine;Real Things;;;;;;;;;;;;Javine;*Real Things
Jawsh 685 & Jason Derulo;Savage Love (Laxed Siren Beat);;;;;;;;;;;;Jawsh 685 & Jason Derulo;*Savage Love (Laxed Siren Beat)
